"business_id","date","description"
81588,"20150715","Improper food storage  [ date violation corrected: 8/11/2015 ]"
81588,"20150715","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/11/2015 ]"
81588,"20150715","Improper storage of equipment utensils or linens  [ date violation corrected: 8/11/2015 ]"
81592,"20150408","Improper or defective plumbing"
81592,"20150408","Insufficient hot water or running water"
81592,"20150408","Inadequate food safety knowledge or lack of certified food safety manager"
81595,"20171212","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 12/13/2017 ]"
81595,"20171212","Sewage or wastewater contamination  [ date violation corrected: 12/13/2017 ]"
81595,"20160829","Unclean hands or improper use of gloves  [ date violation corrected: 9/16/2016 ]"
81595,"20160829","High risk food holding temperature   [ date violation corrected: 9/16/2016 ]"
81595,"20150210","Moderate risk food holding temperature   [ date violation corrected: 2/18/2015 ]"
81595,"20150210","Insufficient hot water or running water  [ date violation corrected: 2/18/2015 ]"
81602,"20170622","Unclean hands or improper use of gloves  [ date violation corrected: 6/29/2017 ]"
81602,"20170622","Improper food storage  [ date violation corrected: 6/29/2017 ]"
81602,"20170622","High risk food holding temperature   [ date violation corrected: 6/29/2017 ]"
81602,"20170622","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/29/2017 ]"
81602,"20150325","Moderate risk food holding temperature   [ date violation corrected: 3/25/2015 ]"
81606,"20170615","Unapproved or unmaintained equipment or utensils"
81606,"20170531","Unclean or degraded floors walls or ceilings  [ date violation corrected: 6/15/2017 ]"
81606,"20170531","Food safety certificate or food handler card not available  [ date violation corrected: 6/15/2017 ]"
81606,"20170531","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 6/15/2017 ]"
81606,"20170531","Moderate risk vermin infestation  [ date violation corrected: 6/15/2017 ]"
81606,"20170531","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/31/2017 ]"
81606,"20161004","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 5/31/2017 ]"
81606,"20161004","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 5/31/2017 ]"
81606,"20161004","Food in poor condition  [ date violation corrected: 5/31/2017 ]"
81606,"20160922","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/4/2016 ]"
81606,"20160922","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/4/2016 ]"
81606,"20160922","Improper food storage  [ date violation corrected: 10/4/2016 ]"
81606,"20160922","Moderate risk food holding temperature   [ date violation corrected: 10/4/2016 ]"
81606,"20160922","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/4/2016 ]"
81606,"20160222","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 2/22/2016 ]"
81606,"20160222","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/22/2016 ]"
81606,"20160222","Improper storage of equipment utensils or linens  [ date violation corrected: 9/22/2016 ]"
81606,"20160222","Insufficient hot water or running water  [ date violation corrected: 2/22/2016 ]"
81606,"20150202","Other low risk violation  [ date violation corrected: 2/22/2016 ]"
81606,"20150202","Discharge from employee nose mouth or eye  [ date violation corrected: 2/2/2015 ]"
81610,"20171003","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/16/2017 ]"
81610,"20171003","Moderate risk food holding temperature   [ date violation corrected: 10/16/2017 ]"
81610,"20171003","High risk vermin infestation  [ date violation corrected: 10/16/2017 ]"
81610,"20171003","Permit license or inspection report not posted  [ date violation corrected: 10/16/2017 ]"
81610,"20171003","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/16/2017 ]"
81610,"20170113","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/3/2017 ]"
81610,"20170113","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 10/3/2017 ]"
81610,"20170113","Improper or defective plumbing  [ date violation corrected: 10/3/2017 ]"
81610,"20170113","Improper food storage  [ date violation corrected: 10/3/2017 ]"
81637,"20170925","Insufficient hot water or running water"
81647,"20170303","Unauthorized or unsafe use of time as a public health control measure"
81647,"20170303","Food safety certificate or food handler card not available"
81647,"20170303","Wiping cloths not clean or properly stored or inadequate sanitizer"
81647,"20170303","Improper food storage"
81647,"20160122","Permit license or inspection report not posted  [ date violation corrected: 1/24/2017 ]"
81647,"20160122","No thermometers or uncalibrated thermometers   [ date violation corrected: 1/24/2017 ]"
81647,"20150325","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 1/22/2016 ]"
81647,"20150325","Moderate risk food holding temperature   [ date violation corrected: 1/22/2016 ]"
81651,"20171108","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/15/2017 ]"
81651,"20171108","Improper cooling methods  [ date violation corrected: 11/15/2017 ]"
81651,"20171108","High risk food holding temperature   [ date violation corrected: 11/15/2017 ]"
81651,"20171108","Unclean or unsanitary food contact surfaces  [ date violation corrected: 11/15/2017 ]"
81651,"20171108","Improper thawing methods   [ date violation corrected: 11/15/2017 ]"
81651,"20171108","Low risk vermin infestation  [ date violation corrected: 11/15/2017 ]"
81651,"20170112","Improper cooling methods  [ date violation corrected: 1/23/2017 ]"
81651,"20170112","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 1/23/2017 ]"
81651,"20170112","Unclean or unsanitary food contact surfaces  [ date violation corrected: 1/23/2017 ]"
81651,"20160809","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/17/2016 ]"
81651,"20160809","High risk food holding temperature   [ date violation corrected: 8/17/2016 ]"
81651,"20160809","Inadequate ventilation or lighting  [ date violation corrected: 8/17/2016 ]"
81651,"20150708","Improper or defective plumbing  [ date violation corrected: 8/9/2016 ]"
81651,"20150708","Other low risk violation  [ date violation corrected: 8/9/2016 ]"
81651,"20150708","High risk food holding temperature   [ date violation corrected: 7/23/2015 ]"
81654,"20171003","Moderate risk vermin infestation  [ date violation corrected: 10/18/2017 ]"
81654,"20171003","Unclean hands or improper use of gloves  [ date violation corrected: 10/18/2017 ]"
81654,"20171003","Unclean or unsanitary food contact surfaces  [ date violation corrected: 10/18/2017 ]"
81654,"20171003","Foods not protected from contamination  [ date violation corrected: 10/18/2017 ]"
81667,"20170426","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/3/2017 ]"
81667,"20170426","Permit license or inspection report not posted"
81667,"20170426","Foods not protected from contamination  [ date violation corrected: 4/26/2017 ]"
81667,"20170426","High risk food holding temperature   [ date violation corrected: 4/26/2017 ]"
81667,"20170426","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/26/2017 ]"
81667,"20170426","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 5/3/2017 ]"
81667,"20170426","Moderate risk vermin infestation"
81667,"20160901","Improper cooling methods  [ date violation corrected: 4/26/2017 ]"
81667,"20160901","High risk vermin infestation  [ date violation corrected: 4/26/2017 ]"
81667,"20160901","Unclean or unsanitary food contact surfaces  [ date violation corrected: 4/26/2017 ]"
81667,"20160901","Unclean hands or improper use of gloves  [ date violation corrected: 4/26/2017 ]"
81667,"20160901","High risk food holding temperature   [ date violation corrected: 9/1/2016 ]"
81667,"20160901","Inadequate warewashing facilities or equipment  [ date violation corrected: 4/26/2017 ]"
81667,"20160901","Foods not protected from contamination  [ date violation corrected: 4/26/2017 ]"
81667,"20160901","Improper thawing methods   [ date violation corrected: 4/26/2017 ]"
81667,"20150318","Improper food storage  [ date violation corrected: 9/1/2016 ]"
81667,"20150317","Improper food storage  [ date violation corrected: 3/18/2015 ]"
81667,"20150317","Inadequate warewashing facilities or equipment  [ date violation corrected: 3/18/2015 ]"
81667,"20150317","Improper thawing methods   [ date violation corrected: 3/18/2015 ]"
81667,"20150317","High risk vermin infestation  [ date violation corrected: 3/18/2015 ]"
81667,"20150317","Unclean nonfood contact surfaces  [ date violation corrected: 3/18/2015 ]"
81667,"20150317","Unclean hands or improper use of gloves  [ date violation corrected: 3/18/2015 ]"
81667,"20150317","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 3/18/2015 ]"
81667,"20150317","High risk food holding temperature   [ date violation corrected: 3/18/2015 ]"
81670,"20151029","No thermometers or uncalibrated thermometers   [ date violation corrected: 8/10/2016 ]"
81670,"20151029","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/29/2015 ]"
81674,"20170228","Foods not protected from contamination"
81674,"20170228","Inadequate and inaccessible handwashing facilities"
81674,"20170228","No hot water or running water"
81674,"20170228","Inadequately cleaned or sanitized food contact surfaces"
81674,"20170228","Moderate risk vermin infestation"
81674,"20170228","Inadequate sewage or wastewater disposal"
81674,"20170228","Improper cooling methods"
81680,"20171106","Low risk vermin infestation  [ date violation corrected: 11/9/2017 ]"
81680,"20171106","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/9/2017 ]"
81680,"20171106","Unclean nonfood contact surfaces  [ date violation corrected: 11/9/2017 ]"
81680,"20160930","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 11/6/2017 ]"
81680,"20160930","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 11/6/2017 ]"
81680,"20160331","Food safety certificate or food handler card not available  [ date violation corrected: 9/30/2016 ]"
81680,"20160331","Moderate risk food holding temperature   [ date violation corrected: 3/31/2016 ]"
81680,"20160331","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/30/2016 ]"
81688,"20160525","Inadequate and inaccessible handwashing facilities"
81688,"20160525","Moderate risk food holding temperature "
81704,"20170828","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/10/2017 ]"
81704,"20170828","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 10/10/2017 ]"
81704,"20170828","High risk food holding temperature   [ date violation corrected: 10/10/2017 ]"
81704,"20170828","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/10/2017 ]"
81704,"20150821","Foods not protected from contamination  [ date violation corrected: 8/28/2017 ]"
81704,"20150821","Moderate risk food holding temperature   [ date violation corrected: 8/28/2017 ]"
81704,"20150821","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/28/2017 ]"
81704,"20150821","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/28/2017 ]"
81704,"20150209","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 8/25/2015 ]"
81704,"20150209","Moderate risk food holding temperature   [ date violation corrected: 8/25/2015 ]"
81704,"20150209","Foods not protected from contamination  [ date violation corrected: 8/25/2015 ]"
81704,"20150209","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/25/2015 ]"
81704,"20150209","Insufficient hot water or running water  [ date violation corrected: 8/25/2015 ]"
81707,"20170302","Improper thawing methods   [ date violation corrected: 3/2/2017 ]"
81707,"20170302","Unclean or degraded floors walls or ceilings"
81707,"20170302","Inadequate and inaccessible handwashing facilities"
81707,"20170302","Inadequate ventilation or lighting"
81707,"20170302","Wiping cloths not clean or properly stored or inadequate sanitizer"
81707,"20170302","Foods not protected from contamination"
81713,"20170613","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 6/13/2017 ]"
81713,"20170613","Foods not protected from contamination  [ date violation corrected: 6/13/2017 ]"
81716,"20170308","Unclean or unsanitary food contact surfaces  [ date violation corrected: 3/17/2017 ]"
81716,"20170308","Improper thawing methods   [ date violation corrected: 3/17/2017 ]"
81716,"20170308","Unclean nonfood contact surfaces  [ date violation corrected: 3/17/2017 ]"
81716,"20170308","Unclean hands or improper use of gloves  [ date violation corrected: 3/17/2017 ]"
81716,"20170308","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 3/17/2017 ]"
81716,"20170308","Moderate risk vermin infestation"
81716,"20150825","High risk vermin infestation  [ date violation corrected: 9/3/2015 ]"
81716,"20150409","Moderate risk food holding temperature   [ date violation corrected: 4/28/2015 ]"
81716,"20150409","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 4/28/2015 ]"
81716,"20150409","Improper food storage  [ date violation corrected: 4/28/2015 ]"
81716,"20150409","Low risk vermin infestation  [ date violation corrected: 4/28/2015 ]"
81716,"20150409","Food safety certificate or food handler card not available  [ date violation corrected: 4/28/2015 ]"
81719,"20160919","Permit license or inspection report not posted"
81719,"20160919","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/19/2016 ]"
81719,"20160919","Unclean nonfood contact surfaces  [ date violation corrected: 10/19/2016 ]"
81719,"20160919","Moderate risk food holding temperature   [ date violation corrected: 10/19/2016 ]"
81719,"20160919","Improper or defective plumbing  [ date violation corrected: 10/19/2016 ]"
81719,"20160919","Improper storage use or identification of toxic substances  [ date violation corrected: 10/19/2016 ]"
81719,"20160919","Improper storage of equipment utensils or linens  [ date violation corrected: 10/19/2016 ]"
81756,"20170203","Wiping cloths not clean or properly stored or inadequate sanitizer"
81756,"20160510","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 2/3/2017 ]"
81756,"20160510","Moderate risk vermin infestation  [ date violation corrected: 2/3/2017 ]"
81756,"20160510","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 2/3/2017 ]"
81758,"20171103","Unclean hands or improper use of gloves"
81758,"20171103","Improper thawing methods "
81758,"20171103","Unclean or degraded floors walls or ceilings"
81758,"20171103","Inadequately cleaned or sanitized food contact surfaces"
81758,"20171103","Improper food storage"
81758,"20171103","Moderate risk vermin infestation"
81758,"20171103","Unapproved or unmaintained equipment or utensils"
81758,"20160404","Improper thawing methods   [ date violation corrected: 11/3/2017 ]"
81758,"20160404","Moderate risk food holding temperature   [ date violation corrected: 11/3/2017 ]"
81758,"20160404","Low risk vermin infestation  [ date violation corrected: 11/3/2017 ]"
81758,"20160404","Improper storage of equipment utensils or linens  [ date violation corrected: 11/3/2017 ]"
81758,"20150529","Improper storage use or identification of toxic substances  [ date violation corrected: 4/4/2016 ]"
81758,"20150529","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 4/4/2016 ]"
81758,"20150529","Improper food storage  [ date violation corrected: 4/4/2016 ]"
81758,"20150423","Improper reheating of food  [ date violation corrected: 5/29/2015 ]"
81759,"20161006","Improper cooling methods  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Inadequate ventilation or lighting  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Improper storage of equipment utensils or linens  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Foods not protected from contamination  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Moderate risk food holding temperature   [ date violation corrected: 10/18/2016 ]"
81759,"20161006","Permit license or inspection report not posted"
81759,"20150604","Improper food storage  [ date violation corrected: 10/6/2016 ]"
81759,"20150604","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 10/6/2016 ]"
81759,"20150604","Moderate risk food holding temperature   [ date violation corrected: 10/6/2016 ]"
81759,"20150604","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/6/2016 ]"
81789,"20170311","Inadequate procedures or records for time as a public health control "
81789,"20170126","Inadequate warewashing facilities or equipment"
81789,"20160528","Moderate risk food holding temperature   [ date violation corrected: 1/26/2017 ]"
81789,"20150501","Food safety certificate or food handler card not available  [ date violation corrected: 5/28/2016 ]"
81796,"20180105","Wiping cloths not clean or properly stored or inadequate sanitizer"
81796,"20160920","Improper reheating of food  [ date violation corrected: 1/5/2018 ]"
81796,"20160203","Moderate risk food holding temperature   [ date violation corrected: 9/20/2016 ]"
81796,"20160203","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/20/2016 ]"
81800,"20170717","High risk vermin infestation  [ date violation corrected: 7/18/2017 ]"
81800,"20170621","Moderate risk vermin infestation  [ date violation corrected: 7/20/2017 ]"
81800,"20170621","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/20/2017 ]"
81800,"20170621","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/5/2017 ]"
81800,"20170621","High risk food holding temperature   [ date violation corrected: 7/5/2017 ]"
81800,"20170621","Foods not protected from contamination  [ date violation corrected: 7/20/2017 ]"
81800,"20170621","Unclean or degraded floors walls or ceilings  [ date violation corrected: 7/20/2017 ]"
81802,"20161018","Unclean hands or improper use of gloves"
81802,"20161018","Unclean or degraded floors walls or ceilings"
81802,"20161018","Improper food storage"
81802,"20161018","Foods not protected from contamination"
81802,"20161018","Improper storage of equipment utensils or linens"
81812,"20160920","Moderate risk food holding temperature "
81812,"20160920","Improper food storage"
81815,"20170828","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/14/2017 ]"
81815,"20170828","Moderate risk vermin infestation  [ date violation corrected: 9/14/2017 ]"
81815,"20170828","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 9/14/2017 ]"
81815,"20170828","Unclean nonfood contact surfaces  [ date violation corrected: 9/14/2017 ]"
81815,"20160622","Unclean or unsanitary food contact surfaces  [ date violation corrected: 6/22/2016 ]"
81815,"20160622","Foods not protected from contamination  [ date violation corrected: 8/28/2017 ]"
81815,"20160622","Low risk vermin infestation  [ date violation corrected: 8/28/2017 ]"
81839,"20170817","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 9/15/2017 ]"
81839,"20170817","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/15/2017 ]"
81839,"20170817","Contaminated or adulterated food  [ date violation corrected: 9/15/2017 ]"
81839,"20170817","Unclean or degraded floors walls or ceilings  [ date violation corrected: 9/15/2017 ]"
81839,"20170817","High risk vermin infestation  [ date violation corrected: 9/15/2017 ]"
81839,"20170817","Unclean nonfood contact surfaces  [ date violation corrected: 9/15/2017 ]"
81839,"20170817","Sewage or wastewater contamination  [ date violation corrected: 9/15/2017 ]"
81839,"20170222","Improper thawing methods   [ date violation corrected: 3/1/2017 ]"
81839,"20170222","Moderate risk vermin infestation  [ date violation corrected: 3/1/2017 ]"
81839,"20170222","No thermometers or uncalibrated thermometers   [ date violation corrected: 3/1/2017 ]"
81839,"20170222","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/17/2017 ]"
81839,"20170222","Foods not protected from contamination  [ date violation corrected: 3/1/2017 ]"
81839,"20170222","Improper or defective plumbing  [ date violation corrected: 8/17/2017 ]"
81839,"20170222","High risk food holding temperature   [ date violation corrected: 3/1/2017 ]"
81839,"20150803","Moderate risk vermin infestation  [ date violation corrected: 8/12/2015 ]"
81839,"20150803","Improper thawing methods   [ date violation corrected: 2/22/2017 ]"
81839,"20150803","Improper cooling methods  [ date violation corrected: 8/12/2015 ]"
81839,"20150803","Unclean or degraded floors walls or ceilings  [ date violation corrected: 8/12/2015 ]"
81839,"20150803","High risk food holding temperature   [ date violation corrected: 8/12/2015 ]"
81839,"20150803","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 8/12/2015 ]"
81839,"20150803","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 8/12/2015 ]"
81845,"20161229","Moderate risk vermin infestation  [ date violation corrected: 1/11/2017 ]"
81845,"20161229","Unclean or degraded floors walls or ceilings"
81845,"20160629","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 12/29/2016 ]"
81845,"20160629","Food safety certificate or food handler card not available  [ date violation corrected: 12/29/2016 ]"
81861,"20170831","Unapproved or unmaintained equipment or utensils"
81861,"20170831","Unclean or degraded floors walls or ceilings"
81861,"20170831","Permit license or inspection report not posted"
81861,"20170831","Improper or defective plumbing"
81862,"20160302","Unclean nonfood contact surfaces"
81862,"20150227","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/2/2016 ]"
81866,"20161011","Unauthorized or unsafe use of time as a public health control measure  [ date violation corrected: 10/28/2016 ]"
81866,"20161011","Moderate risk vermin infestation  [ date violation corrected: 10/28/2016 ]"
81866,"20161011","Foods not protected from contamination  [ date violation corrected: 10/28/2016 ]"
81866,"20150825","Unclean or unsanitary food contact surfaces  [ date violation corrected: 9/1/2015 ]"
81866,"20150825","Contaminated or adulterated food  [ date violation corrected: 9/1/2015 ]"
81866,"20150825","High risk food holding temperature   [ date violation corrected: 9/1/2015 ]"
81866,"20150825","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 9/1/2015 ]"
81866,"20150825","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 9/1/2015 ]"
81866,"20150825","Foods not protected from contamination  [ date violation corrected: 9/1/2015 ]"
81866,"20150825","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 9/1/2015 ]"
81866,"20150825","Improper food storage  [ date violation corrected: 9/1/2015 ]"
81884,"20161206","Unclean or unsanitary food contact surfaces"
81884,"20161206","Inadequate and inaccessible handwashing facilities"
81884,"20161206","Food safety certificate or food handler card not available"
81884,"20160503","Improper food storage  [ date violation corrected: 5/10/2016 ]"
81884,"20160503","Inadequate food safety knowledge or lack of certified food safety manager  [ date violation corrected: 5/27/2016 ]"
81884,"20160503","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/27/2016 ]"
81884,"20160503","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 5/27/2016 ]"
81884,"20160503","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/27/2016 ]"
81886,"20160503","Improper storage of equipment utensils or linens  [ date violation corrected: 5/16/2016 ]"
81886,"20160503","Inadequate or unsanitary refuse containers or area or no garbage service  [ date violation corrected: 5/16/2016 ]"
81886,"20160503","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 5/4/2016 ]"
81886,"20160503","Unclean or degraded floors walls or ceilings  [ date violation corrected: 5/16/2016 ]"
81886,"20160503","High risk vermin infestation  [ date violation corrected: 5/4/2016 ]"
81886,"20160503","Unclean or unsanitary food contact surfaces  [ date violation corrected: 5/4/2016 ]"
81886,"20160503","Improper food storage  [ date violation corrected: 5/16/2016 ]"
81886,"20160503","Improper or defective plumbing  [ date violation corrected: 5/4/2016 ]"
81886,"20160503","Foods not protected from contamination  [ date violation corrected: 5/4/2016 ]"
81886,"20150421","Improper food storage  [ date violation corrected: 4/28/2015 ]"
81886,"20150421","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 4/28/2015 ]"
81886,"20150421","Improper storage of equipment utensils or linens  [ date violation corrected: 4/28/2015 ]"
81886,"20150421","Foods not protected from contamination  [ date violation corrected: 4/28/2015 ]"
81886,"20150421","Unclean or degraded floors walls or ceilings  [ date violation corrected: 4/28/2015 ]"
81886,"20150421","High risk food holding temperature   [ date violation corrected: 4/28/2015 ]"
81886,"20150421","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 4/28/2015 ]"
81887,"20171102","Foods not protected from contamination"
81887,"20171102","Improper food storage"
81887,"20171102","Moderate risk vermin infestation"
81887,"20171102","Moderate risk food holding temperature "
81887,"20170118","Moderate risk food holding temperature   [ date violation corrected: 1/27/2017 ]"
81887,"20170118","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 1/27/2017 ]"
81887,"20170118","Unclean hands or improper use of gloves  [ date violation corrected: 1/30/2017 ]"
81887,"20170118","Foods not protected from contamination  [ date violation corrected: 1/27/2017 ]"
81887,"20160624","Foods not protected from contamination  [ date violation corrected: 7/1/2016 ]"
81887,"20160624","High risk food holding temperature   [ date violation corrected: 7/1/2016 ]"
81890,"20170808","Moderate risk vermin infestation  [ date violation corrected: 8/15/2017 ]"
81890,"20170808","Unclean nonfood contact surfaces  [ date violation corrected: 8/15/2017 ]"
81890,"20170808","Inadequate warewashing facilities or equipment  [ date violation corrected: 8/15/2017 ]"
81894,"20170821","High risk vermin infestation"
81894,"20170818","High risk vermin infestation"
81894,"20170724","Foods not protected from contamination"
81894,"20170724","High risk vermin infestation"
81894,"20170721","Foods not protected from contamination"
81894,"20170721","High risk food holding temperature "
81894,"20170721","Unclean hands or improper use of gloves"
81894,"20170721","Wiping cloths not clean or properly stored or inadequate sanitizer"
81894,"20170721","High risk vermin infestation"
81894,"20160201","Low risk vermin infestation  [ date violation corrected: 7/21/2017 ]"
81894,"20160201","Unclean hands or improper use of gloves  [ date violation corrected: 7/21/2017 ]"
81894,"20160201","No thermometers or uncalibrated thermometers   [ date violation corrected: 7/21/2017 ]"
81894,"20160201","Worker safety hazards  [ date violation corrected: 7/21/2017 ]"
81894,"20160201","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/21/2017 ]"
81894,"20160201","Improper storage of equipment utensils or linens  [ date violation corrected: 7/21/2017 ]"
81894,"20160201","Foods not protected from contamination  [ date violation corrected: 7/21/2017 ]"
81894,"20150226","Inadequate dressing rooms or improper storage of personal items  [ date violation corrected: 3/18/2015 ]"
81894,"20150226","Wiping cloths not clean or properly stored or inadequate sanitizer  [ date violation corrected: 3/18/2015 ]"
81894,"20150226","Improper thawing methods   [ date violation corrected: 3/18/2015 ]"
81894,"20150226","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 3/18/2015 ]"
81894,"20150226","Foods not protected from contamination  [ date violation corrected: 3/18/2015 ]"
81894,"20150226","Inadequate ventilation or lighting  [ date violation corrected: 3/18/2015 ]"
81904,"20160525","Moderate risk food holding temperature "
81904,"20160525","Inadequate and inaccessible handwashing facilities"
81919,"20170612","Inadequate food safety knowledge or lack of certified food safety manager"
81925,"20170628","Permit license or inspection report not posted"
81925,"20170628","Moderate risk vermin infestation"
81925,"20170628","Inadequate or unsanitary refuse containers or area or no garbage service"
81925,"20170124","No thermometers or uncalibrated thermometers "
81925,"20160122","No thermometers or uncalibrated thermometers   [ date violation corrected: 1/24/2017 ]"
81925,"20160122","Permit license or inspection report not posted  [ date violation corrected: 1/24/2017 ]"
81938,"20161222","Inadequate food safety knowledge or lack of certified food safety manager"
81938,"20161222","Unclean or degraded floors walls or ceilings"
81938,"20161222","Inadequate warewashing facilities or equipment"
81940,"20160805","Unapproved or unmaintained equipment or utensils"
81940,"20160805","Inadequately cleaned or sanitized food contact surfaces"
81940,"20151015","Food safety certificate or food handler card not available  [ date violation corrected: 8/5/2016 ]"
81956,"20171003","Contaminated or adulterated food"
81956,"20171003","Unclean or degraded floors walls or ceilings"
81956,"20171003","Inadequately cleaned or sanitized food contact surfaces"
81956,"20171003","High risk vermin infestation"
81956,"20171003","Improper food storage"
81956,"20171003","Inadequate and inaccessible handwashing facilities"
81956,"20170111","Unclean or degraded floors walls or ceilings  [ date violation corrected: 10/3/2017 ]"
81956,"20170111","Unapproved or unmaintained equipment or utensils  [ date violation corrected: 10/3/2017 ]"
81956,"20170111","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 10/3/2017 ]"
81956,"20170111","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 10/3/2017 ]"
81956,"20160713","Improper or defective plumbing  [ date violation corrected: 1/11/2017 ]"
81956,"20160713","Moderate risk food holding temperature   [ date violation corrected: 1/11/2017 ]"
81956,"20160713","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 7/13/2016 ]"
81956,"20160713","Inadequate and inaccessible handwashing facilities  [ date violation corrected: 7/13/2016 ]"
81956,"20160713","Improper food storage  [ date violation corrected: 1/11/2017 ]"
81971,"20170824","Inadequately cleaned or sanitized food contact surfaces  [ date violation corrected: 8/24/2017 ]"
81971,"20170824","Unclean or degraded floors walls or ceilings"
81971,"20170824","Unclean hands or improper use of gloves  [ date violation corrected: 8/24/2017 ]"
81974,"20160629","Unclean or unsanitary food contact surfaces"
81974,"20160629","Inadequate warewashing facilities or equipment"
81974,"20160629","Wiping cloths not clean or properly stored or inadequate sanitizer"
81974,"20160629","Improper storage of equipment utensils or linens"
