"Cite as: CAIT Climate Data Explorer. 2015. Washington, DC: World Resources Institute. Available online at: http://cait.wri.org.  Please Note: CAIT data are derived from several sources. Any use of the Land-Use Change and Forestry or Agriculture indicator should be cited as FAO 2014, FAOSTAT Emissions Database. Any use of CO2 emissions from fuel combustion data should be cited as CO2 Emissions from Fuel Combustion, ©OECD/IEA, 2014.",,
Country,Year,Total CO2 Emissions Excluding Land-Use Change and Forestry (MtCO2)
Portugal,1992,48.4369
Qatar,1992,16.7011
Romania,1992,129.4654
Russian Federation,1992,2039.9103
Rwanda,1992,0.4873
Saint Kitts & Nevis,1992,0.0733
Saint Lucia,1992,0.2052
Saint Vincent & Grenadines,1992,0.0843
Samoa,1992,0.1282
Sao Tome & Principe,1992,0.0476
Saudi Arabia,1992,200.5855
Senegal,1992,2.6104
Serbia,1992,48.5549
Seychelles,1992,0.1649
Sierra Leone,1992,0.2931
Singapore,1992,33.4953
Slovakia,1992,46.5958
Slovenia,1992,12.6794
Solomon Islands,1992,0.1612
South Africa,1992,248.8828
Spain,1992,236.796
Sri Lanka,1992,5.2767
Sudan,1992,4.7646
Suriname,1992,2.1105
Swaziland,1992,0.2638
Sweden,1992,57.2895
Switzerland,1992,46.2615
Syria,1992,32.8834
Tajikistan,1992,7.6179
Tanzania,1992,1.9375
Thailand,1992,108.6184
Togo,1992,0.5459
Tonga,1992,0.0696
Trinidad & Tobago,1992,15.762
Tunisia,1992,15.1623
Turkey,1992,148.847
Turkmenistan,1992,28.1596
Uganda,1992,0.8391
Ukraine,1992,569.4874
United Arab Emirates,1992,60.0435
United Kingdom,1992,554.735
United States,1992,4934.9574
Uruguay,1992,4.9192
Uzbekistan,1992,117.0685
Vanuatu,1992,0.066
Venezuela,1992,115.5886
Vietnam,1992,20.2732
World,1992,21878.4518
Yemen,1992,9.1094
Zambia,1992,2.9122
Zimbabwe,1992,18.227
Afghanistan,1993,1.352
Albania,1993,2.3089
Algeria,1993,75.5554
Angola,1993,6.9997
Antigua & Barbuda,1993,0.3041
Argentina,1993,115.3229
Armenia,1993,5.0989
Australia,1993,272.6765
Austria,1993,58.4222
Azerbaijan,1993,55.9787
"Bahamas, The",1993,1.6964
Bahrain,1993,14.9336
Bangladesh,1993,15.3356
Barbados,1993,1.1139
Belarus,1993,84.1653
Belgium,1993,113.5722
Belize,1993,0.3774
Benin,1993,0.4628
Bhutan,1993,0.1869
Bolivia,1993,7.7023
Bosnia & Herzegovina,1993,13.1933
Botswana,1993,3.21
Brazil,1993,224.8841
Brunei,1993,3.86
Bulgaria,1993,56.1503
Burkina Faso,1993,0.6265
Burundi,1993,0.3298
Cambodia,1993,0.4763
Cameroon,1993,6.7264
Canada,1993,441.872
Cape Verde,1993,0.1026
Central African Republic,1993,0.2235
Chad,1993,0.0989
Chile,1993,34.0525
China,1993,2844.2972
Colombia,1993,59.95
Comoros,1993,0.0769
"Congo, Dem. Rep.",1993,1.4433
"Congo, Rep.",1993,3.0153
Cook Islands,1993,0.022
Costa Rica,1993,4.2087
Cote d'Ivoire,1993,3.2192
Croatia,1993,16.5791
Cuba,1993,20.144
Cyprus,1993,5.4623
Czech Republic,1993,130.6557
Denmark,1993,58.8278
Djibouti,1993,0.4067
Dominica,1993,0.0623
Dominican Republic,1993,9.5639
Ecuador,1993,16.4494
Egypt,1993,94.6195
El Salvador,1993,4.0887
Equatorial Guinea,1993,1.031
Eritrea,1993,0.63
Estonia,1993,18.2292
Ethiopia,1993,2.0259
European Union (15),1993,3111.7186
European Union (28),1993,3947.6254
Fiji,1993,0.7621
Finland,1993,55.1377
France,1993,359.4869
Gabon,1993,4.7267
"Gambia, The",1993,0.2088
Georgia,1993,16.1802
Germany,1993,898.7834
Ghana,1993,3.4209
Greece,1993,77.9695
Grenada,1993,0.1246
Guatemala,1993,5.1469
Guinea,1993,1.1029
Guinea-Bissau,1993,0.2785
Guyana,1993,1.0516
Haiti,1993,0.7213
Honduras,1993,2.9291
Hungary,1993,59.1604
Iceland,1993,1.974
India,1993,708.8264
Indonesia,1993,203.0786
Iran,1993,240.2787
Iraq,1993,88.5176
Ireland,1993,32.0918
Israel,1993,42.6907
Italy,1993,407.8288
Jamaica,1993,8.2435
Japan,1993,1113.2527
Jordan,1993,12.6014
Kazakhstan,1993,219.7894
Kenya,1993,6.0372
Kiribati,1993,0.022
"Korea, Dem. Rep. (North)",1993,96.2312
"Korea, Rep. (South)",1993,327.7778
Kuwait,1993,31.3194
Kyrgyzstan,1993,10.0281
Laos,1993,0.2821
Latvia,1993,11.8102
Lebanon,1993,11.6349
Lesotho,1993,0.1617
Liberia,1993,0.3224
Libya,1993,32.9263
Lithuania,1993,16.1383
Luxembourg,1993,11.2191
"Macedonia, FYR",1993,8.7592
Madagascar,1993,1.0699
Malawi,1993,0.6925
Malaysia,1993,75.3821
Maldives,1993,0.2162
Mali,1993,0.4543
Malta,1993,2.77
Mauritania,1993,2.9568
Mauritius,1993,1.45
Mexico,1993,306.3296
Moldova,1993,16.9013
Mongolia,1993,11.6703
Montenegro,1993,
Morocco,1993,25.9357
Mozambique,1993,1.281
Myanmar,1993,4.9679
Namibia,1993,1.42
Nauru,1993,0.1392
Nepal,1993,1.4156
Netherlands,1993,169.7857
New Zealand,1993,24.5194
Nicaragua,1993,2.2082
Niger,1993,0.8794
Nigeria,1993,85.6579
Niue,1993,0.0037
Norway,1993,32.7804
Oman,1993,14.1588
Pakistan,1993,74.2676
Palau,1993,0.1099
Panama,1993,3.8558
Papua New Guinea,1993,1.9969
Paraguay,1993,2.8355
Peru,1993,21.8497
Philippines,1993,47.7781
Poland,1993,341.3932
Portugal,1993,47.1959
Qatar,1993,17.5411
Romania,1993,119.5807
Russian Federation,1993,1853.0639
Rwanda,1993,0.491
Saint Kitts & Nevis,1993,0.0843
Saint Lucia,1993,0.2272
Saint Vincent & Grenadines,1993,0.1026
Samoa,1993,0.1282
Sao Tome & Principe,1993,0.0476
Saudi Arabia,1993,207.8877
Senegal,1993,2.5531
Serbia,1993,42.7323
Seychelles,1993,0.1612
Sierra Leone,1993,0.2895
Singapore,1993,38.8539
Slovakia,1993,44.5258
Slovenia,1993,13.4517
Solomon Islands,1993,0.1576
South Africa,1993,255.644
Spain,1993,221.5549
Sri Lanka,1993,5.1071
Sudan,1993,3.4646
Suriname,1993,2.1544
Swaziland,1993,0.1319
Sweden,1993,56.8372
Switzerland,1993,43.8932
Syria,1993,32.5555
Tajikistan,1993,5.1302
Tanzania,1993,1.9975
Thailand,1993,123.8383
Togo,1993,0.4259
Tonga,1993,0.0843
Trinidad & Tobago,1993,16.1972
Tunisia,1993,16.8749
Turkey,1993,156.0116
Turkmenistan,1993,26.6896
Uganda,1993,0.8317
Ukraine,1993,494.0046
United Arab Emirates,1993,62.6096
United Kingdom,1993,543.0054
United States,1993,5057.4051
Uruguay,1993,4.6392
Uzbekistan,1993,116.4017
Vanuatu,1993,0.066
Venezuela,1993,121.0121
Vietnam,1993,24.4869
World,1993,22007.8029
Yemen,1993,8.1194
Zambia,1993,2.5859
Zimbabwe,1993,16.9083
Afghanistan,1994,1.2971
Albania,1994,2.3938
Algeria,1994,73.2444
Angola,1994,6.7822
Antigua & Barbuda,1994,0.3114
Argentina,1994,123.4174
Armenia,1994,2.8113
Australia,1994,279.1766
Austria,1994,58.5372
Azerbaijan,1994,50.0769
"Bahamas, The",1994,1.6854
Bahrain,1994,15.2536
Bangladesh,1994,16.4892
Barbados,1994,0.7511
Belarus,1994,71.2901
Belgium,1994,119.6816
Belize,1994,0.3737
Benin,1994,0.4408
Bhutan,1994,0.2125
Bolivia,1994,8.9153
Bosnia & Herzegovina,1994,3.1509
Botswana,1994,3.04
Brazil,1994,233.3842
Brunei,1994,4.13
Bulgaria,1994,53.5526
Burkina Faso,1994,0.6449
Burundi,1994,0.3334
Cambodia,1994,0.5386
Cameroon,1994,7.3329
Canada,1994,459.3156
Cape Verde,1994,0.1099
Central African Republic,1994,0.2345
Chad,1994,0.1026
Chile,1994,37.7772
China,1994,2984.8739
Colombia,1994,61.0789
Comoros,1994,0.0769
"Congo, Dem. Rep.",1994,1.2943
"Congo, Rep.",1994,2.9006
Cook Islands,1994,0.022
Costa Rica,1994,4.869
Cote d'Ivoire,1994,3.6496
Croatia,1994,15.9923
Cuba,1994,21.6586
Cyprus,1994,5.654
Czech Republic,1994,124.8017
Denmark,1994,62.785
Djibouti,1994,0.403
Dominica,1994,0.0696
Dominican Republic,1994,11.1775
Ecuador,1994,17.4424
Egypt,1994,89.1589
El Salvador,1994,4.565
Equatorial Guinea,1994,0.9651
Eritrea,1994,0.732
Estonia,1994,17.8515
Ethiopia,1994,2.3608
European Union (15),1994,3122.2231
European Union (28),1994,3935.2164
Fiji,1994,0.8171
Finland,1994,61.7224
France,1994,355.2909
Gabon,1994,4.4827
"Gambia, The",1994,0.2088
Georgia,1994,10.4613
Germany,1994,887.8463
Ghana,1994,3.7205
Greece,1994,79.4778
Grenada,1994,0.1429
Guatemala,1994,5.4672
Guinea,1994,1.2274
Guinea-Bissau,1994,0.2785
Guyana,1994,1.3923
Haiti,1994,0.19
Honduras,1994,3.2778
Hungary,1994,58.7433
Iceland,1994,2.0803
India,1994,747.196
Indonesia,1994,212.5916
Iran,1994,269.7043
Iraq,1994,99.4078
Ireland,1994,33.3097
Israel,1994,45.4726
Italy,1994,403.6011
Jamaica,1994,8.3235
Japan,1994,1167.9371
Jordan,1994,13.4832
Kazakhstan,1994,192.3358
Kenya,1994,6.0118
Kiribati,1994,0.022
"Korea, Dem. Rep. (North)",1994,88.4812
"Korea, Rep. (South)",1994,354.3179
Kuwait,1994,36.8087
Kyrgyzstan,1994,6.4779
Laos,1994,0.3004
Latvia,1994,10.2009
Lebanon,1994,12.8784
Lesotho,1994,0.1795
Liberia,1994,0.3188
Libya,1994,38.1967
Lithuania,1994,15.2764
Luxembourg,1994,10.3854
"Macedonia, FYR",1994,8.4718
Madagascar,1994,1.319
Malawi,1994,0.7181
Malaysia,1994,80.5464
Maldives,1994,0.2198
Mali,1994,0.4617
Malta,1994,2.48
Mauritania,1994,3.1144
Mauritius,1994,1.5
Mexico,1994,328.2664
Moldova,1994,13.7083
Mongolia,1994,10.164
Montenegro,1994,
Morocco,1994,28.1157
Mozambique,1994,1.0993
Myanmar,1994,5.8145
Namibia,1994,1.641
Nauru,1994,0.1319
Nepal,1994,1.7576
Netherlands,1994,171.3951
New Zealand,1994,25.1644
Nicaragua,1994,2.5339
Niger,1994,0.872
Nigeria,1994,81.6976
Niue,1994,0.0037
Norway,1994,34.4744
Oman,1994,13.9244
Pakistan,1994,77.9777
Palau,1994,0.1099
Panama,1994,4.1078
Papua New Guinea,1994,2.1801
Paraguay,1994,3.3698
Peru,1994,22.9267
Philippines,1994,51.8805
Poland,1994,336.922
Portugal,1994,48.7654
Qatar,1994,18.3145
Romania,1994,116.2869
Russian Federation,1994,1630.1762
Rwanda,1994,0.469
Saint Kitts & Nevis,1994,0.0879
Saint Lucia,1994,0.2638
Saint Vincent & Grenadines,1994,0.1209
Samoa,1994,0.1209
Sao Tome & Principe,1994,0.0476
Saudi Arabia,1994,219.5434
Senegal,1994,2.6608
Serbia,1994,39.2124
Seychelles,1994,0.1869
Sierra Leone,1994,0.3481
Singapore,1994,40.7962
Slovakia,1994,41.6547
Slovenia,1994,13.577
Solomon Islands,1994,0.1539
South Africa,1994,261.5388
Spain,1994,232.4029
Sri Lanka,1994,5.8017
Sudan,1994,4.9206
Suriname,1994,2.1618
Swaziland,1994,0.4836
Sweden,1994,59.1236
Switzerland,1994,43.0564
Syria,1994,33.8416
Tajikistan,1994,3.0089
Tanzania,1994,1.9676
Thailand,1994,140.1878
Togo,1994,0.7229
Tonga,1994,0.0916
Trinidad & Tobago,1994,17.2237
Tunisia,1994,17.0183
Turkey,1994,153.4725
Turkmenistan,1994,32.8681
Uganda,1994,0.7621
Ukraine,1994,413.8292
United Arab Emirates,1994,68.7314
United Kingdom,1994,537.8985
United States,1994,5140.2143
Uruguay,1994,4.4217
Uzbekistan,1994,114.8326
Vanuatu,1994,0.066
Venezuela,1994,121.6314
Vietnam,1994,26.9566
World,1994,22175.4869
Yemen,1994,8.4694
Zambia,1994,2.2092
Zimbabwe,1994,15.8049
Afghanistan,1995,1.2458
Albania,1995,1.9589
Algeria,1995,74.6878
Angola,1995,10.8677
Antigua & Barbuda,1995,0.3224
Argentina,1995,126.5423
Armenia,1995,3.5336
Australia,1995,289.5029
Austria,1995,61.2663
Azerbaijan,1995,47.2885
"Bahamas, The",1995,1.6781
Bahrain,1995,15.4889
Bangladesh,1995,20.3892
Barbados,1995,0.8281
Belarus,1995,62.3156
Belgium,1995,119.3064
Belize,1995,0.3774
Benin,1995,0.5095
Bhutan,1995,0.2492
Bolivia,1995,8.2342
Bosnia & Herzegovina,1995,3.3536
Botswana,1995,3.15
Brazil,1995,251.6037
Brunei,1995,4.49
Bulgaria,1995,54.3032
Burkina Faso,1995,0.6265
Burundi,1995,0.3261
Cambodia,1995,1.5213
Cameroon,1995,7.1803
Canada,1995,470.5423
Cape Verde,1995,0.1136
Central African Republic,1995,0.2345
Chad,1995,0.1026
Chile,1995,40.4643
China,1995,3258.7787
Colombia,1995,63.8231
Comoros,1995,0.0806
"Congo, Dem. Rep.",1995,1.2572
"Congo, Rep.",1995,2.8843
Cook Islands,1995,0.022
Costa Rica,1995,4.8324
Cote d'Ivoire,1995,3.7683
Croatia,1995,16.65
Cuba,1995,23.1428
Cyprus,1995,5.5393
Czech Republic,1995,127.3836
Denmark,1995,59.7351
Djibouti,1995,0.3994
Dominica,1995,0.0806
Dominican Republic,1995,11.9055
Ecuador,1995,20.2328
Egypt,1995,95.0444
El Salvador,1995,5.0733
Equatorial Guinea,1995,1.0603
Eritrea,1995,0.7956
Estonia,1995,16.2488
Ethiopia,1995,2.6841
European Union (15),1995,3154.2196
European Union (28),1995,3974.6477
Fiji,1995,0.8647
Finland,1995,56.4307
France,1995,364.0522
Gabon,1995,4.6474
"Gambia, The",1995,0.2162
Georgia,1995,8.1313
Germany,1995,885.3614
Ghana,1995,3.9585
Greece,1995,83.0374
Grenada,1995,0.1539
Guatemala,1995,6.3852
Guinea,1995,1.2494
Guinea-Bissau,1995,0.2821
Guyana,1995,1.4729
Haiti,1995,0.9
Honduras,1995,3.8991
Hungary,1995,58.7426
Iceland,1995,1.9903
India,1995,808.6786
Indonesia,1995,235.3835
Iran,1995,280.7921
Iraq,1995,98.6028
Ireland,1995,33.881
Israel,1995,49.3624
Italy,1995,426.2094
Jamaica,1995,8.6001
Japan,1995,1181.7519
Jordan,1995,13.9377
Kazakhstan,1995,170.0987
Kenya,1995,6.5404
Kiribati,1995,0.022
"Korea, Dem. Rep. (North)",1995,83.3312
"Korea, Rep. (South)",1995,386.1227
Kuwait,1995,37.9913
Kyrgyzstan,1995,4.5839
Laos,1995,0.3774
Latvia,1995,8.9526
Lebanon,1995,14.6124
Lesotho,1995,0.1793
Liberia,1995,0.3334
Libya,1995,39.9616
Lithuania,1995,14.4924
Luxembourg,1995,8.4054
"Macedonia, FYR",1995,8.4401
Madagascar,1995,1.3117
Malawi,1995,0.7255
Malaysia,1995,90.6784
Maldives,1995,0.2748
Mali,1995,0.469
Malta,1995,2.35
Mauritania,1995,2.9642
Mauritius,1995,1.53
Mexico,1995,313.0827
Moldova,1995,11.8356
Mongolia,1995,10.105
Montenegro,1995,
Morocco,1995,29.1813
Mozambique,1995,1.1693
Myanmar,1995,7.1065
Namibia,1995,1.781
Nauru,1995,0.1282
Nepal,1995,1.9012
Netherlands,1995,172.8495
New Zealand,1995,25.8021
Nicaragua,1995,2.6612
Niger,1995,0.9197
Nigeria,1995,82.8123
Niue,1995,0.0073
Norway,1995,34.4116
Oman,1995,15.6648
Pakistan,1995,83.7996
Palau,1995,0.1136
Panama,1995,4.4178
Papua New Guinea,1995,2.0592
Paraguay,1995,3.7751
Peru,1995,25.982
Philippines,1995,62.1478
Poland,1995,338.0623
Portugal,1995,52.2687
Qatar,1995,19.0582
Romania,1995,120.9012
Russian Federation,1995,1576.9181
Rwanda,1995,0.4617
Saint Kitts & Nevis,1995,0.0953
Saint Lucia,1995,0.3114
Saint Vincent & Grenadines,1995,0.1282
Samoa,1995,0.1319
Sao Tome & Principe,1995,0.0476
Saudi Arabia,1995,223.5395
Senegal,1995,2.8144
Serbia,1995,44.8364
Seychelles,1995,0.1869
Sierra Leone,1995,0.3517
Singapore,1995,40.6938
Slovakia,1995,42.2773
Slovenia,1995,14.5246
Solomon Islands,1995,0.1612
South Africa,1995,279.0114
Spain,1995,245.8685
Sri Lanka,1995,5.847
Sudan,1995,4.7542
Suriname,1995,2.1801
Swaziland,1995,0.4543
Sweden,1995,58.8741
Switzerland,1995,43.8442
Syria,1995,35.7667
Tajikistan,1995,2.4913
Tanzania,1995,2.8168
Thailand,1995,157.5893
Togo,1995,0.7459
Tonga,1995,0.0953
Trinidad & Tobago,1995,17.2908
Tunisia,1995,17.3967
Turkey,1995,169.3168
Turkmenistan,1995,33.3862
Uganda,1995,0.9929
Ukraine,1995,396.5686
United Arab Emirates,1995,73.2447
United Kingdom,1995,526.6735
United States,1995,5193.6996
Uruguay,1995,4.8204
Uzbekistan,1995,103.2728
Vanuatu,1995,0.066
Venezuela,1995,129.5049
Vietnam,1995,31.2
World,1995,22779.9108
Yemen,1995,9.8823
Zambia,1995,2.2039
Zimbabwe,1995,15.3336
Afghanistan,1996,1.1761
Albania,1996,1.9726
Algeria,1996,72.7802
Angola,1996,11.4655
Antigua & Barbuda,1996,0.3224
Argentina,1996,135.907
Armenia,1996,2.5692
Australia,1996,299.8478
Austria,1996,65.0409
Azerbaijan,1996,42.2021
"Bahamas, The",1996,1.6671
Bahrain,1996,16.0253
Bangladesh,1996,20.8824
Barbados,1996,0.85
Belarus,1996,63.7328
Belgium,1996,125.1768
Belize,1996,0.3078
Benin,1996,1.0795
Bhutan,1996,0.3004
Bolivia,1996,7.8075
Bosnia & Herzegovina,1996,4.1433
Botswana,1996,2.88
Brazil,1996,273.9978
Brunei,1996,4.8346
Bulgaria,1996,54.9762
Burkina Faso,1996,0.7072
Burundi,1996,0.3224
Cambodia,1996,1.6289
Cameroon,1996,6.3586
Canada,1996,486.1963
Cape Verde,1996,0.1392
Central African Republic,1996,0.2345
Chad,1996,0.1063
Chile,1996,46.9126
China,1996,3335.3225
Colombia,1996,64.4725
Comoros,1996,0.066
"Congo, Dem. Rep.",1996,1.2709
"Congo, Rep.",1996,2.8323
Cook Islands,1996,0.022
Costa Rica,1996,4.544
Cote d'Ivoire,1996,4.3883
Croatia,1996,16.5097
Cuba,1996,25.0855
Cyprus,1996,5.8283
Czech Republic,1996,129.4088
Denmark,1996,72.9684
Djibouti,1996,0.4067
Dominica,1996,0.0733
Dominican Republic,1996,12.7871
Ecuador,1996,24.0883
Egypt,1996,99.9401
El Salvador,1996,4.5527
Equatorial Guinea,1996,1.5372
Eritrea,1996,0.872
Estonia,1996,17.1742
Ethiopia,1996,2.9944
European Union (15),1996,3244.4236
European Union (28),1996,4091.3099
Fiji,1996,0.894
Finland,1996,62.6473
France,1996,378.7543
Gabon,1996,4.7521
"Gambia, The",1996,0.2162
Georgia,1996,6.354
Germany,1996,913.1011
Ghana,1996,4.3575
Greece,1996,83.087
Grenada,1996,0.1576
Guatemala,1996,6.2123
Guinea,1996,1.2714
Guinea-Bissau,1996,0.2858
Guyana,1996,1.5279
Haiti,1996,1.05
Honduras,1996,3.9527
Hungary,1996,59.5703
Iceland,1996,2.254
India,1996,853.0397
Indonesia,1996,253.618
Iran,1996,289.5218
Iraq,1996,97.2098
Ireland,1996,35.3136
Israel,1996,51.152
Italy,1996,423.6752
Jamaica,1996,8.9785
Japan,1996,1198.1261
Jordan,1996,14.3414
Kazakhstan,1996,147.6902
Kenya,1996,7.165
Kiribati,1996,0.0366
"Korea, Dem. Rep. (North)",1996,74.2312
"Korea, Rep. (South)",1996,412.8378
Kuwait,1996,37.1169
Kyrgyzstan,1996,5.7511
Laos,1996,0.5056
Latvia,1996,9.0112
Lebanon,1996,15.2241
Lesotho,1996,0.1797
Liberia,1996,0.3444
Libya,1996,42.0448
Lithuania,1996,15.1081
Luxembourg,1996,8.4834
"Macedonia, FYR",1996,9.9655
Madagascar,1996,1.4106
Malawi,1996,0.7108
Malaysia,1996,99.5119
Maldives,1996,0.3188
Mali,1996,0.4873
Malta,1996,2.3
Mauritania,1996,2.9715
Mauritius,1996,1.6
Mexico,1996,331.3093
Moldova,1996,10.1583
Mongolia,1996,8.5513
Montenegro,1996,
Morocco,1996,28.9129
Mozambique,1996,1.1779
Myanmar,1996,7.4628
Namibia,1996,1.9456
Nauru,1996,0.1209
Nepal,1996,1.9639
Netherlands,1996,180.2723
New Zealand,1996,27.227
Nicaragua,1996,2.8295
Niger,1996,1.0149
Nigeria,1996,88.6736
Niue,1996,0.0073
Norway,1996,35.1587
Oman,1996,15.9271
Pakistan,1996,90.4734
Palau,1996,0.1172
Panama,1996,4.5224
Papua New Guinea,1996,2.1874
Paraguay,1996,3.7241
Peru,1996,28.0616
Philippines,1996,67.6622
Poland,1996,353.8043
Portugal,1996,50.6136
Qatar,1996,20.0644
Romania,1996,125.1461
Russian Federation,1996,1540.6536
Rwanda,1996,0.48
Saint Kitts & Nevis,1996,0.1026
Saint Lucia,1996,0.3298
Saint Vincent & Grenadines,1996,0.1319
Samoa,1996,0.1319
Sao Tome & Principe,1996,0.0476
Saudi Arabia,1996,235.6242
Senegal,1996,2.993
Serbia,1996,52.2692
Seychelles,1996,0.1942
Sierra Leone,1996,0.3847
Singapore,1996,41.8851
Slovakia,1996,42.716
Slovenia,1996,15.333
Solomon Islands,1996,0.1612
South Africa,1996,289.2447
Spain,1996,234.9245
Sri Lanka,1996,8.3617
Sudan,1996,4.5505
Suriname,1996,2.1288
Swaziland,1996,0.3408
Sweden,1996,64.3501
Switzerland,1996,44.5437
Syria,1996,38.1718
Tajikistan,1996,2.2256
Tanzania,1996,3.1627
Thailand,1996,177.7393
Togo,1996,1.1452
Tonga,1996,0.0769
Trinidad & Tobago,1996,18.8185
Tunisia,1996,17.9494
Turkey,1996,186.5677
Turkmenistan,1996,29.6635
Uganda,1996,1.1139
Ukraine,1996,343.2488
United Arab Emirates,1996,81.2198
United Kingdom,1996,546.0151
United States,1996,5359.2681
Uruguay,1996,5.6808
Uzbekistan,1996,104.4351
Vanuatu,1996,0.0843
Venezuela,1996,142.0459
Vietnam,1996,35.0194
World,1996,23380.9855
Yemen,1996,10.083
Zambia,1996,1.8422
Zimbabwe,1996,14.7283
Afghanistan,1997,1.0882
Albania,1997,1.4813
Algeria,1997,74.6757
Angola,1997,11.784
Antigua & Barbuda,1997,0.3371
Argentina,1997,139.6335
Armenia,1997,3.3266
Australia,1997,307.4111
Austria,1997,64.3199
Azerbaijan,1997,41.1823
"Bahamas, The",1997,1.363
Bahrain,1997,16.4543
Bangladesh,1997,22.8556
Barbados,1997,0.8977
Belarus,1997,63.0243
Belgium,1997,122.4921
Belize,1997,0.3884
Benin,1997,1.2489
Bhutan,1997,0.392
Bolivia,1997,7.8888
Bosnia & Herzegovina,1997,8.3689
Botswana,1997,3.03
Brazil,1997,294.1065
Brunei,1997,5.2146
Bulgaria,1997,51.9844
Burkina Faso,1997,0.8061
Burundi,1997,0.3078
Cambodia,1997,1.7133
Cameroon,1997,6.6462
Canada,1997,503.2395
Cape Verde,1997,0.1429
Central African Republic,1997,0.2455
Chad,1997,0.1136
Chile,1997,53.8339
China,1997,3317.7461
Colombia,1997,68.2476
Comoros,1997,0.066
"Congo, Dem. Rep.",1997,1.2123
"Congo, Rep.",1997,3.3366
Cook Islands,1997,0.022
Costa Rica,1997,4.519
Cote d'Ivoire,1997,5.3496
Croatia,1997,18.3226
Cuba,1997,27.5131
Cyprus,1997,5.9043
Czech Republic,1997,127.0092
Denmark,1997,63.5238
Djibouti,1997,0.3664
Dominica,1997,0.0806
Dominican Republic,1997,14.566
Ecuador,1997,24.6519
Egypt,1997,107.1256
El Salvador,1997,5.4293
Equatorial Guinea,1997,1.7495
Eritrea,1997,0.8293
Estonia,1997,16.7725
Ethiopia,1997,3.1837
European Union (15),1997,3188.7602
European Union (28),1997,4010.2763
Fiji,1997,0.7365
Finland,1997,60.4707
France,1997,372.0262
Gabon,1997,4.8694
"Gambia, The",1997,0.2162
Georgia,1997,5.494
Germany,1997,884.402
Ghana,1997,4.5364
Greece,1997,84.2572
Grenada,1997,0.1722
Guatemala,1997,6.5875
Guinea,1997,1.2787
Guinea-Bissau,1997,0.2638
Guyana,1997,1.5975
Haiti,1997,1.29
Honduras,1997,4.1003
Hungary,1997,58.0096
Iceland,1997,2.1513
India,1997,897.9191
Indonesia,1997,274.3438
Iran,1997,302.7199
Iraq,1997,112.2766
Ireland,1997,36.4979
Israel,1997,53.1494
Italy,1997,427.7631
Jamaica,1997,9.1731
Japan,1997,1193.1347
Jordan,1997,14.7995
Kazakhstan,1997,124.74
Kenya,1997,6.8111
Kiribati,1997,0.0293
"Korea, Dem. Rep. (North)",1997,66.8481
"Korea, Rep. (South)",1997,437.9658
Kuwait,1997,38.1651
Kyrgyzstan,1997,5.6761
Laos,1997,0.6412
Latvia,1997,8.4909
Lebanon,1997,16.6784
Lesotho,1997,0.1792
Liberia,1997,0.3554
Libya,1997,41.6147
Lithuania,1997,14.7154
Luxembourg,1997,8.0308
"Macedonia, FYR",1997,8.9092
Madagascar,1997,1.7001
Malawi,1997,0.7584
Malaysia,1997,106.8531
Maldives,1997,0.3664
Mali,1997,0.524
Malta,1997,2.44
Mauritania,1997,2.9568
Mauritius,1997,1.61
Mexico,1997,346.6894
Moldova,1997,9.3223
Mongolia,1997,8.385
Montenegro,1997,
Morocco,1997,30.4254
Mozambique,1997,1.3099
Myanmar,1997,7.4065
Namibia,1997,1.9856
Nauru,1997,0.1209
Nepal,1997,2.1936
Netherlands,1997,174.8323
New Zealand,1997,29.489
Nicaragua,1997,3.0369
Niger,1997,1.0113
Nigeria,1997,84.0199
Niue,1997,0.0073
Norway,1997,36.8858
Oman,1997,17.3461
Pakistan,1997,93.7647
Palau,1997,0.1172
Panama,1997,4.7681
Papua New Guinea,1997,2.5758
Paraguay,1997,4.1371
Peru,1997,28.3573
Philippines,1997,75.577
Poland,1997,343.5546
Portugal,1997,53.1726
Qatar,1997,21.7744
Romania,1997,115.4584
Russian Federation,1997,1439.724
Rwanda,1997,0.4946
Saint Kitts & Nevis,1997,0.1026
Saint Lucia,1997,0.3114
Saint Vincent & Grenadines,1997,0.1319
Samoa,1997,0.1319
Sao Tome & Principe,1997,0.0476
Saudi Arabia,1997,216.9547
Senegal,1997,3.285
Serbia,1997,56.8003
Seychelles,1997,0.4067
Sierra Leone,1997,0.392
Singapore,1997,42.6451
Slovakia,1997,43.0409
Slovenia,1997,15.8133
Solomon Islands,1997,0.1612
South Africa,1997,304.0615
Spain,1997,254.4753
Sri Lanka,1997,8.35
Sudan,1997,5.4792
Suriname,1997,2.1398
Swaziland,1997,1.2018
Sweden,1997,58.2612
Switzerland,1997,43.197
Syria,1997,39.6169
Tajikistan,1997,2.4983
Tanzania,1997,2.9678
Thailand,1997,180.9559
Togo,1997,0.8688
Tonga,1997,0.0989
Trinidad & Tobago,1997,19.3551
Tunisia,1997,18.6502
Turkey,1997,195.0108
Turkmenistan,1997,29.9135
Uganda,1997,1.1468
Ukraine,1997,326.2592
United Arab Emirates,1997,82.0632
United Kingdom,1997,524.2352
United States,1997,5538.4548
Uruguay,1997,5.7984
Uzbekistan,1997,107.2851
Vanuatu,1997,0.0879
Venezuela,1997,147.4404
Vietnam,1997,40.7638
World,1997,23620.8081
Yemen,1997,10.8656
Zambia,1997,2.3605
