 upgraded to 7.2 (6.2 doesn't ship with openssh...). 
 
 I probably should downgrade to the versoin RH provides except I can't do 
 that as I don't have physical access to that box and downgrading ssh 
 packages over ssh doesn't sound like a bright idea...
 
 -- 
 Peter
 
 
 _______________________________________________
 RPM-List mailing list <RPM-List@freshrpms.net>
 http://lists.freshrpms.net/mailman/listinfo/rpm-list
 
",0
902,"Can anybody point me to a project/FAQ similar to this:?
 
 1. Perl script fetches POP mail from a distant server
 2. mail is fed to SA, running as a standalone module in my user account
 3. SA spits out results back to perl script.
 4. Script deletes offending mail.
 
 I don't have root access.  I don't need a MTA.
 
 =0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0
 Chris Fortune
 Fortune's Web Computer Services
 Nelson, BC, Canada
 V1L 2W3
 
 ph#: 250 505-5012
 email: cfortune@telus.net
 website: http://cfortune.kics.bc.ca/
 
 =0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0=0
 
 
 
 -------------------------------------------------------
 Sponsored by: AMD - Your access to the experts on Hammer Technology! 
 Open Source & Linux Developers, register now for the AMD Developer 
 Symposium. Code: EX8664 http://www.developwithamd.com/developerlab
 _______________________________________________
 Spamassassin-talk mailing list
 Spamassassin-talk@lists.sourceforge.net
 https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
 
 
",0
903,"Nope, a true geek would have a Blackberry so he could give us updates *from* the hospital.
 
 Ken
 
 > -----Original Message-----
 > From: CDale [mailto:cdale@techmonkeys.net]
 > Sent: Saturday, July 27, 2002 6:22 AM
 > 
 > A true geek.  Runs to the puter to post before taking a 
 > laboring wife to 
 > the hospital.  I'd kill you.  LOL
 > Grats, Daddy-o!
 > C
 > 
 > On Sat, 27 Jul 2002, Tom wrote:
 > 
 > > 
 > > Off we go to the hospital
 > > 
 > > Benjamin Wallace Higgins is on his way.
 > > 
 > > -tom
 http://xent.com/mailman/listinfo/fork
 
 
",0
904,"URL: http://www.newsisfree.com/click/-6,8355996,215/
 Date: 2002-09-28T23:38:59+01:00
 
 *Dan Rookwood* and *Lawrence Booth* on how Europe and the United States ended 
 all-square to set up a tense final day.
 
 
",0
905,"URL: http://www.newsisfree.com/click/-4,8269406,1717/
 Date: 2002-09-26T09:23:44+01:00
 
 [IMG: http://www.newsisfree.com/Images/fark/bostonglobe.gif ([BostonGlobe])]
 
 
",0
906,"Matthias Saou (matthias@rpmforge.net) wrote*:
 >- I've rebuilt a new ""alsaplayer"" package based on Angle's one.
 
 Cool, one less package to maintain :)
 
 One interesting thing about alsaplayer is that RedHat's XMMS package in RH8 will
 probably not play mp3 files. But alsaplayer does play mp3s ""out of the box"".
 
 Also, they are developing rapidly in their CVS and looks like their next version
 of alsaplaer will be pretty cool, but I have no idea when it will be ready.
 
 --
 That's ""angle"" as in geometry.
 
 
 
 _______________________________________________
 RPM-List mailing list <RPM-List@freshrpms.net>
 http://lists.freshrpms.net/mailman/listinfo/rpm-list
 
 
",0
907,"> > On Mon, 9 Sep 2002, Rick Baartman wrote:
 > Thanks Tom and Jacob. The above works, but without the double quotes: i.e. 
 > 
 > sh -c 'for f in `folders -recurse -fast` ; do sortm +""$f"" ; done'
 > 
 But there is a problem with making changes outside of exmh: the .xmhcache files 
 don't get updated. This is dangerous; I have to remember to re-scan each folder 
 I enter. Is there a safeguard for this?
 
 --
 rick
 
 
 
 
 _______________________________________________
 Exmh-users mailing list
 Exmh-users@redhat.com
 https://listman.redhat.com/mailman/listinfo/exmh-users
 
 
",0
908,"It's only 64kbps, but http://noise.ktru.org/ can be tasty.  Presently 
 playing Fille Qui Mousse, Collage in Progress, and other happy nibbles.
 Sounds a bit like The Avalanches, but that will change soon.
 
 Cheers,
 Wayne
 
 
",0
909,"
 Bob Sully said:
 
 > Spamassassin (2.30) has been tossing my daily LogWatch (3.3) reports into 
 > the spam bucket.  A recent one generated the folowing hits: ....
 
 fixed in CVS I think, or at least my logwatches get through fine.  If it
 is not fixed in CVS, then report it, using the correct bug-reporting
 procedure:
 
     1. open a Bugzilla bug. http://bugzilla.SpamAssassin.org/
 
     2. attach a sample mail message *as an attachment* with all
     headers intact
 
 --j.
 
 
 -------------------------------------------------------
 This sf.net email is sponsored by: Jabber - The world's fastest growing 
 real-time communications platform! Don't just IM. Build it in! 
 http://www.jabber.com/osdn/xim
 _______________________________________________
 Spamassassin-talk mailing list
 Spamassassin-talk@lists.sourceforge.net
 https://lists.sourceforge.net/lists/listinfo/spamassassin-talk
 
",0
910,"URL: http://www.newsisfree.com/click/-0,8613675,159/
 Date: 2002-10-06T18:12:45+01:00
 
 This feature, excerpted from Wolfgang Engel's ShaderX book from Wordware 
 Publishing, presents a simple shader trick that performs a good per pixel 
 approximation of a non-integer power function. The technique works for input 
 values between 0 and 1 and supports large exponents. The presented shader does 
 not require any texture look-up and is scalable, making it possible to spend 
 more instructions in order to decrease the error or to reach greater exponents.
 
 
",0
911,"Halloechen!
 
 I have
 
 Requires: saxon >= 6.5.1
 Conflicts: saxon >= 7
 
 in my spec file.  But apparently rpm ignores all version numbers. So,
 
 Requires: saxon >= 6.5.1
 # Conflicts: saxon >= 7
 
 would install even with saxon-3.0.0, and
 
 # Requires: saxon >= 6.5.1
 Conflicts: saxon >= 7
 
 wouldn't install even with saxon-6.5.2.  What could be the reason
 for this?
 
 Tschoe,
 Torsten.
 
 _______________________________________________
 RPM-List mailing list <RPM-List@freshrpms.net>
 http://lists.freshrpms.net/mailman/listinfo/rpm-list
 
",0
912,"Today's Headlines from The Register
 -----------------------------------
 
     To unsubscribe from this daily news update, see the instructions at
     the end of this message.
 
 
 
 Software
 
     JPEGs are not free: Patent holder pursues IP grab
     And Sony's already coughed up
         http://www.theregister.co.uk/content/4/26272.html
 
     Mac users outraged at iTools, upgrade taxes
     Read my lips: pony up
         http://www.theregister.co.uk/content/4/26269.html
 
     Amazon opens web services kimono
     But where's Henry Raddick?
         http://www.theregister.co.uk/content/4/26267.html
 
 Personal Hardware
 
     Hitachi creates splash with water cooled P4 notebook
     Well no, actually. The idea is it doesn't splash...
         http://www.theregister.co.uk/content/54/26273.html
 
 Semiconductors
 
     AMD chalks up huge loss, admits to extended red zone
     AMD up agin it may be a sign the economy's returning to normal...
         http://www.theregister.co.uk/content/3/26256.html
 
 Internet
 
     Fair Use advocates silenced by Big Brother
     Commerce Dept. doesn't want to hear it
         http://www.theregister.co.uk/content/6/26275.html
 
     Net access at work is a perk, say employees
     Or not, as the case may be
         http://www.theregister.co.uk/content/6/26270.html
 
     'Dotcom millionaire' pulls out of porn
     Benjamin Cohen refocuses 
         http://www.theregister.co.uk/content/6/26268.html
 
     Virgin.net pilots broadband
     Full launch in September
         http://www.theregister.co.uk/content/6/26262.html
 
     BT ordered to cut cost of Net access
     Don't you love it when Oftel talks tough?
         http://www.theregister.co.uk/content/6/26258.html
 
     Internet monopoly alert!
     Verisign up to its old tricks again
         http://www.theregister.co.uk/content/6/26254.html
 
     Copyright enforcer Ranger Online caught stealing content
     Do as we say, not as we do
         http://www.theregister.co.uk/content/6/26250.html
 
 Net Security
 
     Symantec buys SecurityFocus, Riptech, Recourse
     So that's who's got the cashflow...
         http://www.theregister.co.uk/content/55/26255.html
 
 Business
 
     Nokia shares slip on lowered estimates 
     Upsy-daisy
         http://www.theregister.co.uk/content/7/26271.html
 
     AOL ""cooked books"" as dot.com bubble burst
     Revenue ""not of highest quality"". Right
         http://www.theregister.co.uk/content/7/26264.html
 
     Redbus row rumbles on
     Cliff launches Portal of Discontent
         http://www.theregister.co.uk/content/7/26260.html
 
     Symantec buys SecurityFocus, Riptech, Recourse
     So that's who's got the cashflow...
         http://www.theregister.co.uk/content/7/26255.html
 
     Reading the runes of IBM's Q2s
     6 per cent down, but maybe good all the same
         http://www.theregister.co.uk/content/7/26253.html
 
 The Vulture Central Mailbag
 
     FoTW: Bad language breeds Bad language
     LettersC# barbs fall flat
 
 
         http://www.theregister.co.uk/content/35/26266.html
 
 Site News
 
     Cash'n'Carrion sinks claws into Nigerian 419 scam
     You read the email, you sent the cash, now wear the shirt
         http://www.theregister.co.uk/content/31/26259.html
 
 Bootnotes
 
     Deloitte Consulting rebrands as mineral water
     All hail Braxton!
         http://www.theregister.co.uk/content/28/26265.html
 
     Hello, I'd like to speak to Dr Really Evil please...
     404- Bond villain Not Found
         http://www.theregister.co.uk/content/28/26261.html
 
     Deloitte Consulting has Monday: on its mind
     More: rebranding: malarkey: from: the: wonderful: world: of: consultancy:
         http://www.theregister.co.uk/content/28/26257.html
 
 
 
 The Register and its contents are copyright 2002 Situation Publishing.
 All rights reserved.
 
     Tel:     +44 (0)20 7499 2264.
     Fax:     +44 (0)20 7493 5922.
     E-Mail:  press.releases@theregister.co.uk
 
 To unsubscribe from these daily updates, visit the following URL.  Make
 sure that you enter exactly the same e-mail address as you used to join
 this service.
 
     http://list.theregister.co.uk/cgi-bin/unsub.cgi
 
 
",0
913,"Robert Harley:
 >It is perfectly obvious that (heterosexual) promiscuity is exactly, 
 >precisely identical between males and females.
 
 Yeah, assuming approximately equal populations.
 But that obscures the different modes of
 promiscuity. Both the person who gives sex for
 money or power or companionship and the person
 who uses money and power and companionship to
 get sex are promiscuous, in the broadest sense
 of the word. But their motives and behavior are
 quite different.
 
 Langur monkeys were the example in the cited
 article. ""Dominant males .. kill babies that
 are not their own."" ""The dominant male monkey
 .. seeks to defend his harem of females."" But
 cozying up to the current dominant male isn't
 the best strategy for female langurs, because
 ""dominant males are dethroned by rivals every
 27 months or so."" ""By mating with as many
 extra-group males as possible, female langurs
 ensure their offspring against infanticide,""
 by the male who is likely next to rule the
 roost.
 
 Maybe it's just me, but that doesn't paint a
 picture of carefree females engaged in joyously
 promiscuous couplings. The dom cab driver who
 is taking her two boy toys to New Orleans is a
 better picture of that. ;-)
 
 
 
 
 
 _________________________________________________________________
 Chat with friends online, try MSN Messenger: http://messenger.msn.com
 
 
",0
914,"This is a multi-part message in MIME format.
 
 ------=_NextPart_000_0002_01C228CA.593B5280
 Content-Type: text/plain;
 	charset=""iso-2022-jp""
 Content-Transfer-Encoding: 7bit
 
 OpenText$B<R(B
 $B0KElMM(B
 
 $B$$$D$b$*@$OC$K$J$C$F$*$j$^$9!#(B
 $B0B0f(B@infocom$B$G$9!#(B
 
 $B$""$k%?%9%/%j%9%H$K!""E,Ev$J%^%$%k%9%H!<%s$rJ#?t!""%?%9%/$rJ#?tMQ0U$7(B
 $B$=$l$>$l$N%?%9%/$K$D$$$F$O!""B8:_$9$kE,Ev$J%^%$%k%9%H!<%s$K3d$jEv$F$?$b$N$H(B
 $B$7$^$9!#(B
 $B$""$k%^%$%k%9%H!<%s$r8+$k$H!""E:IU$N3($K$""$k$h$&$J2hLL$,I=<($5$l$k$N$G$9$,(B
 $B$3$3$G4]$G0O$C$?ItJ,!J(B $B4|4V(B $B!K$O!""2?$r0UL#$7$F$$$k$N$G$7$g$&$+!)(B
 
 $B$D$^$j!""#3#7F|(B $B!""#2#7F|(B
 $B$N$=$l$>$l$N0UL#!J;;=P$N$5$lJ}$K$D$$$F65$($F$/$@$5$$!#!K(B
 
 $B$^$?!V=5Kv$r=|$/!W$H$""$j$^$9$,!""=5Kv$r=|$+$J$$@_DjJ}K!$O$""$k$N$G$7$g$&$+!)(B
 
 $B0J>e!""$42sEz$NJ}$h$m$7$/$*4j$$$$$?$7$^$9!#(B
 
 
 --
 +--------------------------------------+
 $B%$%s%U%)%3%`(B($B3t(B)
 $B%J%l%C%8%^%M%8%a%s%HK\It(B
 KM$B%U%m%s%F%#%""It(B
 $B%3%i%\%l!<%F%#%V%7%9%F%`%0%k!<%W(B
 
 $B"")(B101-0062
 $BEl5~ET@iBeED6h?@ED=Y2OBf(B3-11$B;00f=;M'3$>e=Y2OBfJL4[(B5F
 $B0B0f(B  $B9d(B
 E-mail: go@infocom.co.jp
 TEL: 03-3518-3299
 FAX: 03-3518-3055
 
 ------=_NextPart_000_0002_01C228CA.593B5280
 Content-Type: image/bmp;
 	name=""=?iso-2022-jp?B?GyRCJV4lJCVrJTklSCE8JXNJPTwoGyhCLmJtcA==?=""
 Content-Transfer-Encoding: base64
 Content-Disposition: attachment;
 	filename=""=?iso-2022-jp?B?GyRCJV4lJCVrJTklSCE8JXNJPTwoGyhCLmJtcA==?=""
 
 Qk1mXQMAAAAAAHYAAAAoAAAA+AIAAEQCAAABAAQAAAAAAPBcAwDEDgAAxA4AAAAAAAAAAAAAAAAA
 AAAAgAAAgAAAAICAAIAAAACAAIAAgIAAAICAgADAwMAAAAD/AAD/AAAA//8A/wAAAP8A/wD//wAA
 ////AHd3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3+I+Hj4eIiIiIiI+I//iIiIiIj4iP+P/4iP
 +IiIiIj3h4eP/4iIiIiIiP/3d///+IiIiIiI//////93d/iIiIh3f3d3h3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3d3
 d3d3d3d3d3d3d3d3f4j4ePh4iIiIj/f4d3j/iIiIh/+Hf3d/+HeIiIiIh3h/eHd4+IiIiIiHd3d3
 d3f4iIiIiId3d3d3d3d3+IiIh3d39/+PiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiPiPh4+HiI
 iIh3d/+Ih3/4iIiHf49/iHeHeIiIiIh393f3f4f/iIiIiHd3d3d3d/iIiIiIh3d4iId3iIeIiIiH
 d3d3d4+IiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI+I+Hj4eIiIh/iHf/iId/iIiIh/f3+IiHj4
 iIiIiHd3d3d/d3j4iIiId3d3d3d3+IiIiIh/j///eIiIiIiIiId3d3d3j4j/////////////////
 ////////////////////////////////////////////////////////////////////////////
 ////////////////////////////////////////////////////////////////////////////
 ////////////////////////////////////////////////////////////////////////////
 ////////////////////////////////////////////////////////////////////////////
 ////////////////////////////////////////////////iP//////////////iP//////////
 ////iP///////////4j4ePh4iIiH+Id3+IiH+IiIiH9/f4iH9/+IiIiId/93d3d39/iIiIh3d3d3
 d3f/iIiIiH93d3eP+PiIiIiIh3d3d3ePiHiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeIBERERESIiPiPh4+HiI
 iIePh/f/iIf4iIiIf3h/iIeHf4iIiIh3d3+IiId3iIiIiHd3d3d/d3/4iIiIf3d4iHeH//+IiIiI
 d3f3d4+IeIiAAAAAAAAIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIj4h4
 iIiIiIiIiIiIj4h4iIiIiIiIiIiIj4h4AHd3d3dIiI+I+Hj4eIiIiH/393+Ih4iIiIh//3+If4h/
 iIiIiHeHf///d3iIiIiId3d3d3f3d/+IiIh/j//3iHd3eIiIiIh3d393j4h4iIeIiIiIiAiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiPiHiIiIiIiIiIiIiPiHiIiIiIiIiI
 iIiPiHgHj4+I+EAAD4j4ePh4iIiId4f4f4h/iIiIh3d/f/d//3+IiIiIf/d3d3d3/4iIiIh3d3d3
 d393f/iIiH93d3iHd3f4iIiIiHd3d/ePiHiIx//////4CIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeAgAAAAAjo6PiP94/3iI
 iIiId/9/93iIiIiIf3d3h3d3eIiIiIh393d3d3d/+IiIiHd3d3d3d3d3+IiIf3d4/3iIh/iIiIiI
 h3d3f4+IeIyAAAf///gIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIj4h4
 iIiIiIiIiIiIj4h4iIiIiIiIiIiIj4h4gI///4CIgO+IiIiIiIiIiIiHd3d4iIiIiIh/j393/4j/
 +IiIiHd3d39393f/iIiId3d3d3d3d3f4iIh/j/d3//93+IiIiIj3d3d3j4h4PATMzE//+AiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiPiHiIiIiIiIiIiIiPiHiIiIiIiIiI
 iIiPiHgH9+7u8IgIj4iIiIiIiIiIiIf4eIiIiIiIiH9/f4d/h3f4iIiId3d3d3f3h3+IiIh/d4iI
 iIiHd4iIiH93d3d3f3f4iIiIh3d3d3ePiHgzTMiExP/4CIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeAj+jobwiOiPiIiIiIiI
 iIiP9///+IiIiIiIf3h/iH+H9/iIiIiHd3d3d3h3f4iIiH9//////4iIiIiIf3d3d3d4d/iIiIh3
 93d3d4+IeDhMT/////gIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIj4h4
 iIiIiIiIiIiIj4h4iIiIiIiIiIiIj4h4CP6I5vBERE+IiP/4iIiIiHd3d3f/+IiIiIh//3+If4f3
 iIiIiIh3f4f3h4d/iIiId3d3d3d/iIiIiIh/iP////93+IiIiHd/d3d3j4h4g7zMzMT/+AiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiPiHiIiIiIiIiIiIiPiHiIiIiIiIiI
 iIiPiHgI93d38Hh4f4iHd4+IiIiIiIf4h3eIiIiIiHd3eIh/9/iIiIiIiHd4h39/d3iIiIh3d3d3
 d3+IiIiIiH/3d3d3d3f4iIiId3f/iHePiHiEO8/0xP/4CIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeIiIiIiIiIiIiI+IeAj///+Aj///iHd/f4iI
 iIiIh/iIiIiIiIiIh4+IiHd3iIiIiIiId4iHd3d3iIiIiHd3d3d3f/iIiIiId3f/f/f/d4iIiIiH
 d3/3d4+IeIhDvMxP//gIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
 iIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiIiI
